img_url,info,name,num,quote,rating
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p967457079.jpg,导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao1994 / 中国大陆 香港 / 剧情,阳光灿烂的日子,292467,一场华丽的意淫。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg,导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...1997 / 日本 / 动作 爱情 战争 动画 奇幻 冒险,幽灵公主/ もののけ姫,254210,人与自然的战争史诗。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg,导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...1999 / 美国 / 剧情 悬疑 惊悚,第六感/ The Sixth Sense,252614,深入内心的恐怖，出人意料的结局。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...1994 / 香港 / 剧情 爱情,重庆森林/ 重慶森林,358888,寂寞没有期限。,8.7
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1832875827.jpg,导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...2010 / 美国 / 剧情 悬疑 惊悚,禁闭岛/ Shutter Island,389494,昔日翩翩少年，今日大腹便便。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg,导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...2014 / 美国 德国 英国 / 剧情 喜剧 冒险,布达佩斯大饭店/ The Grand Budapest Hotel,345057,小清新的故事里注入了大历史的情怀。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...2003 / 美国 / 剧情 家庭 奇幻 冒险,大鱼/ Big Fish,271451,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,8.7
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...2012 / 丹麦 瑞典 / 剧情,狩猎/ Jagten,142425,人言可畏。,9.0
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p804947166.jpg,导演: Chris Columbus   主演: Daniel Radcliffe / Emma Watson / Rupert Grint2001 / 美国 英国 / 奇幻 冒险,哈利·波特与魔法石/ Harry Potter and the Sorcerer's Stone,284470,童话世界的开端。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1993903133.jpg,导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...1993 / 香港 / 喜剧 古装,射雕英雄传之东成西就/ 射鵰英雄傳之東成西就,296653,百看不厌。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453720880.jpg,导演: James Mangold   主演: John Cusack / Ray Liotta / Amanda Peet2003 / 美国 / 剧情 悬疑 惊悚,致命ID/ Identity,344071,最不可能的那个人永远是最可能的。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1962839732.jpg,导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...1996 / 香港 / 剧情 爱情,甜蜜蜜,247975,相逢只要一瞬间，等待却像是一辈子。,8.8
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513535588.jpg,导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...2005 / 美国 加拿大 / 剧情 爱情 同性 家庭,断背山/ Brokeback Mountain,344314,每个人心中都有一座断背山。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...2002 / 美国 加拿大 / 传记 犯罪 剧情,猫鼠游戏/ Catch Me If You Can,251370,骗子大师和执著警探的你追我跑故事。,8.7
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2119675128.jpg,导演: 杨德昌 Edward Yang   主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...2000 / 台湾 日本 / 剧情 爱情 家庭,一一,166849,我们都曾经是一一。,8.9
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...2010 / 日本 / 剧情 惊悚,告白,367473,没有一人完全善，也没有一人完全恶。,8.7
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...2011 / 韩国 / 剧情 喜剧,阳光姐妹淘/ 써니,289145,再多各自牛逼的时光，也比不上一起傻逼的岁月。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...2003 / 美国 / 动作 冒险 奇幻,加勒比海盗/ Pirates of the Caribbean: The Curse of the Black Pearl,372774,约翰尼·德普的独角戏。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,导演: Kátia Lund / Fernando Meirelles   主演: Alexandre Rodrigues / Lea...2002 / 巴西 法国 / 犯罪 剧情,上帝之城/ Cidade de Deus,166784,被上帝抛弃了的上帝之城。,8.9
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173707976.jpg,导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...1936 / 美国 / 喜剧 剧情 爱情,摩登时代/ Modern Times,97546,大时代中的人生，小人物的悲喜。,9.2
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,导演: 马克·赫门 Mark Herman   主演: 阿沙·巴特菲尔德 Asa Butterfield / ...2008 / 英国 美国 / 剧情 战争,穿条纹睡衣的男孩/ The Boy in the Striped Pajamas,161957,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,8.9
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p492458287.jpg,导演: 詹姆斯·卡梅隆 James Cameron   主演: 萨姆·沃辛顿 Sam Worthington ...2009 / 美国 英国 / 动作 战争 科幻 冒险,阿凡达/ Avatar,565139,绝对意义上的美轮美奂。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452582315.jpg,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...1995 / 美国 奥地利 瑞士 / 剧情 爱情,爱在黎明破晓前/ Before Sunrise,237629,缘分是个连绵词，最美不过一瞬。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...2014 / 美国 / 剧情 犯罪 悬疑 惊悚,消失的爱人/ Gone Girl,384840,年度最佳date movie。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...1984 / 日本 / 科幻 动画 奇幻 冒险,风之谷/ 風の谷のナウシカ,188531,动画片的圣经。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910924055.jpg,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...2004 / 美国 / 剧情 爱情,爱在日落黄昏时/ Before Sunset,212276,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...1995 / 日本 / 剧情 爱情 动画 音乐,侧耳倾听/ 耳をすませば,181719,少女情怀总是诗。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg,导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...1987 / 香港 / 剧情 爱情 武侠 古装,倩女幽魂,274800,两张绝世的脸。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p672363704.jpg,导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...2006 / 日本 / 动画 悬疑 科幻 惊悚,红辣椒/ パプリカ,146290,梦的勾结。,8.9
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg,导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...2013 / 韩国 / 剧情 犯罪 悬疑,恐怖直播/ 더 테러 라이브,241583,恐怖分子的“秋菊打官司”。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...2011 / 美国 / 剧情,超脱/ Detachment,185549,穷尽一生，我们要学会的，不过是彼此拥抱。,8.8
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1157334208.jpg,导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子1988 / 日本 / 动画 剧情 战争,萤火虫之墓/ 火垂るの墓,217223,幸福是生生不息，却难以触及的远。,8.7
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450042258.jpg,导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...2010 / 美国 / 喜剧 动画 奇幻 冒险 家庭,驯龙高手/ How to Train Your Dragon,304632,和谐的生活离不开摸头与被摸头。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792263736.jpg,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...2004 / 美国 / 喜剧 剧情 爱情,幸福终点站/ The Terminal,239086,有时候幸福需要等一等。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p751835224.jpg,导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...1999 / 日本 / 剧情 喜剧,菊次郎的夏天/ 菊次郎の夏,195429,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221319641.jpg,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...2014 / 日本 / 剧情,小森林 夏秋篇/ リトル・フォレスト 夏・秋,144057,那些静得只能听见呼吸的日子里，你明白孤独即生活。,8.9
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1043597424.jpg,导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...1999 / 香港 / 喜剧 剧情 爱情,喜剧之王/ 喜劇之王,341096,我是一个演员。,8.5
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...2010 / 香港 中国大陆 / 剧情 家庭,岁月神偷/ 歲月神偷,323230,岁月流逝，来日可追。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...2010 / 日本 / 动画 奇幻 冒险,借东西的小人阿莉埃蒂/ 借りぐらしのアリエッティ,231855,曾经的那段美好会沉淀为一辈子的记忆。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p647099823.jpg,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...1954 / 日本 / 动作 冒险 剧情,七武士/ 七人の侍,82486,时代悲歌。,9.2
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg,导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...2010 / 美国 法国 / 喜剧 动画 冒险,神偷奶爸/ Despicable Me,404862,Mr. I Don't Care其实也有Care的时候。,8.5
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480225538.jpg,导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...2003 / 韩国 / 犯罪 剧情 悬疑 惊悚,杀人回忆/ 살인의 추억,222390,关于连环杀人悬案的集体回忆。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p497010372.jpg,导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...2009 / 法国 瑞士 西班牙 美国 阿联酋 / 纪录片,海洋/ Océans,102629,大海啊，不全是水。,9.0
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...2003 / 英国 美国 法国 / 喜剧 剧情 爱情,真爱至上/ Love Actually,332203,爱，是个动词。,8.5
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2163771304.jpg,导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...2004 / 美国 / 悬疑 惊悚 恐怖,电锯惊魂/ Saw,210488,真相就在眼前。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...2008 / 英国 美国 / 剧情 爱情,贫民窟的百万富翁/ Slumdog Millionaire,415053,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,8.5
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...2007 / 美国 德国 / 动作 悬疑 惊悚,谍影重重3/ The Bourne Ultimatum,191090,像吃了苏打饼一样干脆的电影。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173713676.jpg,导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...1993 / 台湾 美国 / 剧情 喜剧 爱情 同性 家庭,喜宴/ 囍宴,149443,中国家庭的喜怒哀乐忍。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...1994 / 香港 台湾 / 剧情 动作 爱情 武侠 古装,东邪西毒/ 東邪西毒,266464,电影诗。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...2000 / 美国 / 犯罪 剧情 悬疑 惊悚,记忆碎片/ Memento,295463,一个针管引发的血案。,8.5
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p942376281.jpg,导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...1988 / 美国 / 剧情,雨人/ Rain Man,220300,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,8.6
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...2001 / 美国 / 喜剧 动画 儿童 奇幻,"怪兽电力公司/ Monsters, Inc.",257509,不要给它起名字，起了名字就有感情了。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p719282906.jpg,导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...2010 / 美国 / 剧情 惊悚,黑天鹅/ Black Swan,440219,黑暗之美。,8.5
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...2013 / 美国 / 喜剧 动画 冒险,疯狂原始人/ The Croods,390962,老少皆宜，这就是好莱坞动画的魅力。,8.7
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...1986 / 香港 / 动作 犯罪,英雄本色,179484,英雄泪短，兄弟情长。,8.7
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,导演: 爱德华·兹威克 Edward Zwick   主演: 安东尼·霍普金斯 Anthony Hopki...1994 / 美国 / 剧情 爱情 西部 家庭,燃情岁月/ Legends of the Fall,154568,传奇，不是每个人都可以拥有。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2159368352.jpg,导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...2004 / 英国 南非 意大利 美国 / 剧情 历史 战争,卢旺达饭店/ Hotel Rwanda,127096,当这个世界闭上双眼，他却敞开了怀抱。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221547661.jpg,导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...1966 / 法国 英国 / 喜剧 战争,虎口脱险/ La grande vadrouille,112285,永远看不腻的喜剧。,8.9
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...2013 / 韩国 / 剧情 喜剧 家庭,7号房的礼物/ 7번방의 선물,188848,《我是山姆》的《美丽人生》。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...2004 / 美国 / 剧情 爱情,恋恋笔记本/ The Notebook,300191,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。,8.5
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215147728.jpg,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...2015 / 日本 / 剧情,小森林 冬春篇/ リトル・フォレスト 冬・春,125458,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,8.9
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452005185.jpg,导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...2005 / 法国 英国 美国 / 剧情 爱情,傲慢与偏见/ Pride & Prejudice,320700,爱是摈弃傲慢与偏见之后的曙光。,8.5
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2496940327.jpg,导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...2016 / 美国 / 剧情 家庭,海边的曼彻斯特/ Manchester by the Sea,208068,我们都有权利不与自己的过去和解。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险,哈利·波特与死亡圣器(下)/ Harry Potter and the Deathly Hallows: Part 2,289807,10年的完美句点。,8.7
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1272904657.jpg,导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...2011 / 日本 / 剧情 爱情 动画 奇幻,萤火之森/ 蛍火の杜へ,168803,触不到的恋人。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...1990 / 美国 / 剧情 犯罪,教父3/ The Godfather: Part III,138642,任何信念的力量，都无法改变命运。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792403691.jpg,导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...1993 / 美国 / 剧情 犯罪,完美的世界/ A Perfect World,86205,坏人的好总是比好人的好来得更感人。,9.0
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2272146906.jpg,导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...1991 / 香港 / 剧情 喜剧 动作 犯罪,纵横四海/ 緃横四海,156301,香港浪漫主义警匪动作片的巅峰之作。,8.7
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192834364.jpg,导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪,荒蛮故事/ Relatos salvajes,151550,始于荒诞，止于更荒诞。,8.8
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,导演: 郭柯 Ke Guo   主演:2015 / 中国大陆 / 纪录片,二十二,105523,有一些东西不应该被遗忘。,8.8
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,导演: Mervyn LeRoy   主演: Vivien Leigh / Robert Taylor / Lucile Watson1940 / 美国 / 剧情 战争 爱情,魂断蓝桥/ Waterloo Bridge,135432,中国式内在的美国电影。,8.8
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,导演: 丹尼·博伊尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / ...1996 / 英国 / 犯罪 剧情,猜火车/ Trainspotting,259232,不可猜的青春迷笛。,8.5
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...2006 / 日本 / 剧情 爱情 科幻 动画,穿越时空的少女/ 時をかける少女,194519,爱上未来的你。,8.6
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...2010 / 美国 / 喜剧 动画 奇幻 冒险,玩具总动员3/ Toy Story 3,201579,跨度十五年的欢乐与泪水。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...2000 / 香港 法国 / 剧情 爱情,花样年华/ 花樣年華,260712,偷情本没有这样美。,8.5
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,导演: Stanley Donen / Gene Kelly   主演: Gene Kelly / Donald O'Connor / ...1952 / 美国 / 喜剧 歌舞 爱情,雨中曲/ Singin' in the Rain,97419,骨灰级歌舞片。,9.0
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2275298525.jpg,导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...2014 / 中国大陆 / 剧情 犯罪 悬疑,心迷宫,183232,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl...2013 / 英国 / 剧情 爱情 奇幻,时空恋旅人/ About Time,214288,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg,导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...1993 / 香港 / 喜剧 爱情 古装,唐伯虎点秋香/ 唐伯虎點秋香,351444,华太师是黄霑，吴镇宇四大才子之一。,8.4
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg,导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...2014 / 美国 / 喜剧 动作 科幻 动画 冒险,超能陆战队/ Big Hero 6,392500,Balalala~~~,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...2001 / 美国 / 剧情 家庭,我是山姆/ I Am Sam,110250,爱并不需要智商 。,8.8
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚,蝙蝠侠：黑暗骑士崛起/ The Dark Knight Rises,309634,诺兰就是保证。,8.6
https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...2001 / 美国 / 冒险 剧情 科幻,人工智能/ Artificial Intelligence: AI,199739,对爱的执着，可以超越一切。,8.6
https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...2008 / 德国 / 剧情 惊悚,浪潮/ Die Welle,139102,世界离独裁只有五天。,8.7
