appcategory,appname,comments,company,install,love,platform,size,update,version
网上购物-优惠,零用钱,718,北京零用钱科技有限公司,488.5万,77.00%,Android 4.0.2 以上,4.83MB,2018年02月12日,5.2.6000
网上购物-优惠,爱返特卖,74,深圳爱萍网络科技有限公司,116.5万,60.00%,Android 2.3.2 以上,17.66MB,2018年04月08日,2.2.3
网上购物-优惠,识货,766,虎扑（上海）文化传播股份有限公司,478.7万,88.00%,Android 4.1.x 以上,28.17MB,2018年03月27日,5.4.2
网上购物-商城-优惠,华为商城,87,华为终端（东莞）有限公司,864.7万,57.00%,Android 4.0.2 以上,10.73MB,2018年03月27日,1.6.4.0
网上购物-优惠,农业银行信用卡管家,48,上海彩亿互联网金融信息服务有限公司,71.2万,96.00%,Android 4.0.2 以上,19.52MB,2017年10月18日,3.2.5
网上购物-商城-优惠,聚美优品,210,北京创锐文化传媒有限公司,2235.3万,40.00%,Android 4.1.x 以上,41.08MB,2018年03月28日,5.827
网上购物-优惠,51返呗,3857,浙江阿拉丁电子商务股份有限公司,84.5万,99.00%,Android 4.4.4 以上,29.36MB,2018年04月09日,4.1.1
网上购物-优惠,指上返,68,常州恒晟网络科技有限公司,4.4万,100.00%,Android 2.3.2 以上,15.61MB,2018年03月14日,2.6.0
网上购物-商城-优惠,YohoBuy有货,56,南京新与力文化传播有限公司,251.6万,68.00%,Android 4.1.x 以上,50.11MB,2018年03月29日,6.5.3
网上购物-优惠,特价惠,191,厦门墨T信息科技有限公司,144万,56.00%,Android 4.0.2 以上,5.79MB,2018年03月12日,2.3.8
网上购物-优惠,堆糖,258,堆糖信息科技,509.8万,75.00%,Android 4.1.x 以上,21.8MB,2018年03月29日,6.14.1
网上购物-优惠,券妈妈优惠券,1769,安徽省志鹄信息科技有限公司,566.2万,94.00%,Android 4.0.2 以上,9.25MB,2018年04月02日,5.1.6
网上购物-商城-优惠,1号店,37,纽海信息技术（上海）有限公司,1754.9万,49.00%,Android 4.1.x 以上,24.74MB,2018年03月05日,5.2.4
网上购物-团购-优惠,聚划算,218,浙江天猫技术有限公司,1363.5万,36.00%,Android 4.0.2 以上,22.49MB,2018年03月29日,5.32.0
网上购物-优惠,一起买买买,4,北京昆达天元科技股份有限公司,21.7万,45.00%,Android 4.0.2 以上,8.11MB,2018年03月27日,1.98
网上购物-优惠,赚钱联盟,0,邢台松树网络科技有限公司,2.2万,暂无,Android 2.3.2 以上,13.94MB,2018年03月13日,4.2.0
网上购物-商城-优惠,波奇宠物,519,光橙上海信息科技有限公司,496.8万,48.00%,Android 4.0.3 以上,27.91MB,2018年03月28日,3.8.1
网上购物-优惠,券网通,0,赣州奥森网络科技有限公司,2万,暂无,Android 2.3.2 以上,14.97MB,2018年03月15日,1.6.0
网上购物-商城-优惠,寺库,2420,北京寺库商贸有限公司,189.5万,99.00%,Android 4.1.x 以上,51.79MB,2018年03月13日,5.9.12
网上购物-优惠,什么值得买,2796,北京值得买科技股份有限公司,813万,99.00%,Android 4.2.x 以上,27.88MB,2018年03月26日,8.7.2
网上购物-优惠,美逛,273,杭州四禾电子商务有限公司,6.9万,96.00%,Android 4.1.x 以上,12.86MB,2018年02月07日,3.3.6
网上购物-优惠,好便宜,6,北京九州云动科技有限公司,10.2万,100.00%,Android 4.0.2 以上,14.47MB,2018年04月09日,1.3.8
网上购物-商城-团购-优惠,柚子街,222,厦门美柚信息科技有限公司,134.4万,97.00%,Android 4.0.3 以上,23.05MB,2018年02月07日,2.4.9
网上购物-优惠,精品街9块9,706,上海小鬼网络科技有限公司,183.3万,88.00%,Android 4.1.x 以上,9.89MB,2018年04月02日,5.0.6
网上购物-优惠,爱淘宝,67,淘宝中国软件有限公司,204万,暂无,Android 2.3.7 以上,7.15MB,2015年11月04日,1.8.1
网上购物-商城-优惠,蜜芽宝贝,85,北京花旺在线商贸有限公司,309.9万,51.00%,Android 4.0.2 以上,25.86MB,2018年03月29日,6.1.5
网上购物-优惠,麻吉宝,642,杭州阿里妈妈软件服务有限公司,172.8万,9.00%,Android 4.0.2 以上,13.75MB,2016年10月09日,7.2.0
网上购物-团购-优惠,穿衣助手,844,上海优梦信息科技有限公司,791.5万,57.00%,Android 4.1.x 以上,42.56MB,2018年03月26日,11.13.1
网上购物-优惠,好省,106,杭州嘉洁网络科技有限公司,4.4万,100.00%,Android 4.0.3 以上,11MB,2018年04月03日,2.0.6.0
网上购物-商城-优惠,利趣网,414,杭州小葵科技有限公司,554.6万,60.00%,Android 4.0.3 以上,6.15MB,2018年03月23日,2.9.2
网上购物-小工具-优惠,卷皮9.9包邮,1813,武汉奇米网络科技有限公司,833.5万,94.00%,Android 4.0.2 以上,23.56MB,2018年03月19日,4.7.7
网上购物-优惠,我有券,0,上海我有券电子商务有限公司,1.8万,暂无,Android 4.0.2 以上,9.19MB,2018年03月22日,1.4.0
网上购物-优惠,如意贝,13,桂林如意贝信息科技有限公司,1.1万,100.00%,Android 4.0.3 以上,21.71MB,2018年04月10日,1.2.2
网上购物-优惠,派派红包（新年版）,416,东莞市小陀螺网络科技有限公司,14.2万,97.00%,Android 4.1.x 以上,6.49MB,2018年04月04日,2.3
网上购物-优惠,e城e家,82,一城一家网络科技有限公司,44.3万,94.00%,Android 4.0.2 以上,16.51MB,2018年02月11日,5.4.0
网上购物-商城-优惠,美丽说,469,美丽联合（北京）科技有限公司,1210.6万,80.00%,Android 4.0.2 以上,35.78MB,2018年04月02日,9.5.0.2024
网上购物-优惠,赚生活,4,广州市蜂擎信息科技有限公司,5.4万,80.00%,Android 4.3.x 以上,6.38MB,2017年11月06日,1.3.1
网上购物-优惠,点赚红包,60,北京点开科技有限公司,135.2万,79.00%,Android 4.1.x 以上,14.17MB,2017年10月09日,2.1.0
网上购物-优惠,剁手惠,0,深圳市君乾文化传播有限公司,2.8万,暂无,Android 4.0.2 以上,2MB,2018年04月09日,1.3.1
网上购物-优惠,咸鱼网,2,福建微商联网络科技有限公司,5.8万,100.00%,Android 2.3.2 以上,1.06MB,2017年09月20日,3.1.6
网上购物-优惠,9块9包邮,18,临沂卓美网络技术有限公司,18万,7.00%,Android 4.0.2 以上,4.02MB,2018年03月20日,1.7.4
网上购物-商城-优惠,快乐购,229,快乐购物股份有限公司,117.8万,94.00%,Android 4.1.x 以上,36.36MB,2018年04月03日,7.5.4
网上购物-优惠,喜购,87,上海友朋网络科技有限公司,66.4万,89.00%,Android 4.0.2 以上,18.62MB,2018年04月10日,4.3.1
网上购物-优惠,卷皮折扣,1816,武汉奇米网络科技有限公司,1130.3万,95.00%,Android 4.0.2 以上,23.59MB,2018年03月19日,4.7.7
网上购物-优惠,返还购,5944,厦门灵感方舟信息科技股份有限公司,429万,99.00%,Android 4.0.2 以上,18.44MB,2018年02月02日,5.5.0
网上购物-优惠,天天特价,301,武汉天天买电子商务有限公司,43.4万,97.00%,Android 4.1.x 以上,12.04MB,2017年11月06日,3.1.4
网上购物-优惠,天神贷,21,北京奋青榜科技有限公司,55.1万,43.00%,Android 4.4.4 以上,13.29MB,2017年12月05日,2.4.9
网上购物-团购-优惠-快递,富友收件宝,51,上海富友支付服务有限公司,168.4万,8.00%,Android 4.0.2 以上,9.03MB,2018年03月20日,3.0.6
网上购物-优惠,零购官网,7,苏州市那美网络科技有限公司,10.9万,48.00%,Android 4.1.x 以上,20.73MB,2018年04月03日,2.5.0
网上购物-商城-优惠,好乐买,13,天津好乐买信息技术有限公司,138.3万,48.00%,Android 4.0.3 以上,37.55MB,2018年03月15日,4.8.3
网上购物-优惠,AHC,0,,6855,暂无,Android 4.0.3 以上,1.39MB,2018年01月23日,1.3
网上购物-商城-优惠,东方购物,14,上海东方电视购物有限公司,90.9万,75.00%,Android 4.1.x 以上,25.79MB,2018年04月09日,4.4.4
网上购物-商城-优惠,齐家,1727,上海齐家网信息科技股份有限公司,133.2万,100.00%,Android 4.1.x 以上,9.05MB,2018年03月13日,2.9.4
网上购物-优惠,明星衣橱,127,北京万象新天网络科技有限公司,571.4万,50.00%,Android 2.3.2 以上,19.74MB,2017年10月25日,7.2.0
网上购物-优惠,8元包邮,88,厦门一览网络科技有限公司,48.3万,50.00%,Android 4.0.2 以上,7.23MB,2018年02月11日,1.8.7
网上购物-优惠,中燃慧生活,9,中燃慧生活电子商务有限公司,10.2万,52.00%,Android 4.0.2 以上,17.9MB,2018年02月03日,04.60.9150
网上购物-优惠,咸蛋家,2231,大连咸蛋科技有限公司,129.8万,99.00%,Android 4.4.4 以上,39.49MB,2018年03月01日,6.9.2
网上购物-优惠,试客联盟,11,南宁一站网网络技术有限公司,9.4万,48.00%,Android 4.0.2 以上,16.43MB,2018年02月02日,3.8.3
网上购物-优惠,9块9包邮购,253,北京醋溜网络科技股份有限公司,1092.6万,54.00%,Android 4.1.x 以上,38.18MB,2018年03月29日,3.22
网上购物-优惠,礼物说,527,北京礼物说科技有限公司,433.1万,91.00%,Android 4.0.3 以上,36.65MB,2018年03月26日,4.5.1
网上购物-优惠,优品好货,0,陈尔令,7230,暂无,Android 4.4.4 以上,18.52MB,2017年11月29日,1.2.0
网上购物-优惠,男士穿衣搭配,6,唐政,21.4万,暂无,Android 2.2.x 以上,6.6MB,2015年11月09日,3.3
网上购物-商城-优惠,安利数码港,18,,72.3万,50.00%,Android 4.0.3 以上,38.05MB,2018年02月02日,3.47.0
网上购物-优惠,返利网,0,苏州我淘信息技术有限公司,3.7万,暂无,Android 3.0.0 以上,8.66MB,2016年11月10日,1.1.6
网上购物-商城-优惠-全球导购,洋码头,209,上海洋码头网络技术有限公司,87.2万,82.00%,Android 4.1.x 以上,36.6MB,2018年04月03日,5.1.0
网上购物-优惠,搜券呀,1,上海惠迁信息科技有限公司,1.2万,暂无,Android 2.3.2 以上,3.51MB,2018年04月09日,2.0.39
网上购物-优惠,E宠商城,5,重庆易宠科技有限公司,48.7万,暂无,Android 4.0.3 以上,23.53MB,2018年03月09日,3.55
网上购物-优惠,24爱购,0,北京物网科技有限公司,1.5万,暂无,Android 4.2.x 以上,12.72MB,2018年04月04日,2.2.4
网上购物-优惠,放心购,1,,1.7万,100.00%,Android 2.2.x 以上,473.63KB,2016年08月30日,1.4
网上购物-优惠,贝贝母婴特卖,4,安阳市京科信息技术有限公司,12.6万,48.00%,Android 4.0.3 以上,6.97MB,2017年02月13日,2.1.0
网上购物-优惠,易购返利,48,北京亿玛在线科技股份有限公司,34.5万,42.00%,Android 4.0.2 以上,10.67MB,2018年02月22日,7.4.0207
网上购物-优惠,趣专享,11,广州聚迈软件科技有限公司,1万,100.00%,Android 4.2.x 以上,7.29MB,2018年04月09日,1.12
网上购物-优惠,麦当劳优惠券完美版,7,霹雳贝贝,315.3万,50.00%,Android 4.0.2 以上,2.18MB,2017年01月26日,2017.2
网上购物-优惠,有券,93,上海我有券电子商务有限公司,13.7万,50.00%,Android 4.0.2 以上,10.56MB,2018年03月08日,1.6.0
网上购物-优惠,好券,1,苏州阪岛电器有限公司,2.4万,100.00%,Android 4.0.3 以上,4.08MB,2017年04月10日,1.0.2
网上购物-优惠,WEAR,9,株式会社スタ`トトゥデイ,15.7万,56.00%,Android 4.1.x 以上,12.16MB,2018年03月23日,4.23.0
网上购物-优惠,省钱包,185,万枝莉,175.9万,72.00%,Android 4.0.3 以上,15.68MB,2017年07月28日,1.1.5
网上购物-优惠,男士服装搭配,1,苏州原璞信息技术有限公司,21.8万,50.00%,Android 2.2.x 以上,1.47MB,2015年08月17日,2.2.3
网上购物-优惠,白菜优惠券,-6,无锡拉风无限科技有限公司,33.3万,92.00%,Android 4.0.3 以上,12.98MB,2018年04月02日,4.4
网上购物-优惠,成都职工,0,成都蜀工投资中心,3285,暂无,Android 4.2.x 以上,18.23MB,2018年04月01日,1.2.5
网上购物-优惠,拍卖会,0,淘宝（中国）软件有限公司,12.9万,暂无,Android 4.0.3 以上,20.24MB,2017年05月13日,2.6.8(3718)
网上购物-优惠,比购返利,79,上海媒科锐奇网络科技有限公司,312.3万,50.00%,Android 4.0.2 以上,9.06MB,2018年01月10日,4.8.1
网上购物-优惠,好券推手,0,武汉云赐络科技有限公司,1995,暂无,Android 4.4.4 以上,7.76MB,2018年04月03日,1.0.4
网上购物-优惠,特别省,1,武汉网之科技有限公司,3390,暂无,Android 2.3.2 以上,15.68MB,2018年03月27日,1.5.0
网上购物-优惠,欧亚汇,2,长春羿尧网络股份有限公司,5910,50.00%,Android 4.3.x 以上,21.47MB,2018年04月02日,1.12
网上购物-优惠,京东秒杀,0,,5.3万,暂无,Android 2.2.x 以上,2.14MB,2016年01月09日,1.0.8
网上购物-优惠,微卖,82,北京优舍科技有限公司,27.3万,暂无,Android 4.0.3 以上,15.36MB,2018年03月02日,5.5.7
网上购物-优惠,挖划算,23,郴州魅拓网络有限公司,32.2万,44.00%,Android 3.0.0 以上,4.65MB,2017年06月16日,1.1.5
网上购物-团购-优惠,米折,392,北京风之文化传媒有限公司,922万,54.00%,Android 4.0.2 以上,10.72MB,2017年06月28日,6.1.0
网上购物-优惠,惠惠购物助手,43,网易有道信息技术（北京）有限公司,95.9万,52.00%,Android 2.3.2 以上,10.23MB,2018年03月29日,3.9.5
网上购物-商城-团购-优惠,有赞微小店,299,杭州有赞科技有限公司,74.7万,67.00%,Android 4.1.x 以上,9.7MB,2018年02月09日,2.2.6
网上购物-优惠,返利网,4,蒙自华恒商贸有限公司,1.8万,75.00%,Android 2.2.x 以上,3.51MB,2017年12月18日,2.0.6
网上购物-优惠,省钱,0,深圳市哥伦布服饰有限公司,4200,暂无,Android 2.3.2 以上,1.97MB,2017年10月11日,6.1.8
网上购物-优惠,我折卡,7,重庆爱折科技有限公司,4.6万,54.00%,Android 4.2.x 以上,7.1MB,2017年11月30日,2.5.6
网上购物-优惠,手机淘宝优惠券,2,广州市缘讯信息科技有限公司,8145,100.00%,Android 4.0.2 以上,5.74MB,2017年12月08日,2.6.0
网上购物-优惠,京东夺宝,36,深圳市拍拍电商信息技术有限公司,118.4万,50.00%,Android 4.0.2 以上,10.52MB,2016年10月26日,v5.7.5
网上购物-优惠,众划算,11,南宁一站网网络技术有限公司,26.6万,48.00%,Android 4.1.x 以上,22.22MB,2018年03月21日,3.5.203
网上购物-优惠,海底捞,0,泽诺尼亚传奇78,5.6万,暂无,Android 4.1.x 以上,21.13MB,2018年03月13日,5.3.1
网上购物-优惠,大润发e路发,0,,2775,暂无,Android 4.0.2 以上,13.99MB,2018年02月06日,1.1.0.1
网上购物-优惠,省大师,1,广州聚合网络有限公司,1515,100.00%,Android 4.4.4 以上,10.08MB,2018年04月02日,1.0.3
网上购物-优惠,汇贝,1,北京汇银丰网络技术有限公司,4950,100.00%,Android 4.1.x 以上,11.93MB,2018年04月04日,1.1.1
网上购物-优惠,爱抢购,723,上海多维度网络科技股份有限公司,26.2万,78.00%,Android 4.0.2 以上,12.49MB,2018年01月02日,5.3.1
网上购物-优惠,粉丝福利购,114,深圳市北街网络科技有限公司,7.4万,95.00%,Android 2.3.2 以上,4.76MB,2018年04月03日,5.6.8
网上购物-优惠,惠下单,0,北京惠赢天下网络技术有限公司,10.6万,暂无,Android 4.0.3 以上,28.55MB,2018年03月27日,1.8.8
网上购物-优惠,没得比,78,重庆市狸狗信息科技有限公司,119.4万,96.00%,Android 4.0.2 以上,13.02MB,2018年03月22日,4.2.3
网上购物-优惠,返利赚,483,郴州七啸网络科技有限公司,31.7万,38.00%,Android 4.0.3 以上,8.67MB,2017年08月15日,3.2.0
网上购物-优惠,奥莱购,5,深圳华盛电子商务有限公司,7.1万,暂无,Android 4.1.x 以上,17.54MB,2018年03月08日,4.8.00
网上购物-优惠,每日新款,345,浪淘金(北京)科技有限责任公司,386.4万,99.00%,Android 4.0.2 以上,15.78MB,2017年08月23日,4.5.1
网上购物-优惠,车300专业版,0,南京车易淘网络信息技术有限公司,2.1万,暂无,Android 4.0.2 以上,12.79MB,2018年04月02日,1.9.3.0
网上购物-商城-团购-优惠,萌店,91,上海萌店信息科技有限公司,184.7万,53.00%,Android 4.0.2 以上,34.79MB,2017年11月27日,4.10.1
网上购物-优惠,好享购物,11,好享购物股份有限公司,20.3万,100.00%,Android 4.0.2 以上,35.04MB,2018年03月26日,7.1.0
网上购物-优惠,拾牛,0,北京有爱时代科技有限公司,1575,暂无,Android 4.0.3 以上,11.82MB,2018年04月03日,2.0.1
网上购物-优惠,省钱快报优惠券,1,福建微商联网络科技有限公司,1.4万,100.00%,Android 2.3.2 以上,1.07MB,2017年09月07日,1.0.1
金融理财-炒股-优惠,邮乐网,8,上海邮乐网络技术有限公司,34.5万,暂无,Android 3.0.0 以上,39.53MB,2018年04月04日,3.8.2
网上购物-优惠,商家中心,0,广州市妈妈一百电子商务有限公司,22.5万,暂无,Android 4.2.x 以上,20.65MB,2018年02月22日,7.1
网上购物-优惠,美啦,502,深圳市品汇科技有限公司,611.1万,93.00%,Android 4.0.2 以上,13.03MB,2017年10月13日,5.4.7
网上购物-优惠,购物大厅,96,深圳市帮购科技有限公司,103.6万,71.00%,Android 4.0.3 以上,8.74MB,2018年03月29日,3.2.2.r
网上购物-优惠,省钱了,0,吴川微浪网络科技有限公司,3570,暂无,Android 2.3.2 以上,15.93MB,2018年03月13日,1.4.0
网上购物-团购-优惠,窝窝团,104,北京窝窝团信息技术有限公司,367.1万,39.00%,Android 2.2.x 以上,5.33MB,2016年05月17日,5.3.0
网上购物-商城-优惠,口袋购物,107,北京风之文化传媒有限公司,281.1万,46.00%,Android 4.0.3 以上,17.96MB,2017年06月13日,6.1.2
网上购物-优惠,公平价二手车,712,南京价公信息技术有限公司,59.1万,92.00%,Android 4.0.2 以上,37.24MB,2018年04月09日,3.9.14
网上购物-优惠,唯享客,-1,唯品会(珠海)电子商务有限公司,5.9万,暂无,Android 4.0.3 以上,10.12MB,2018年03月28日,2.3.0
网上购物-优惠,试用网,7,江苏众淘电子商务有限公司,2.2万,48.00%,Android 2.3.7 以上,4.05MB,2015年04月24日,1.0.4
网上购物-优惠,疯抢,0,北京四海众信科技有限公司,9.5万,暂无,Android 4.1.x 以上,23.21MB,2018年03月19日,6.0.9
网上购物-优惠,J货,0,无锡云码创新体育发展有限公司,1.1万,暂无,Android 4.4.4 以上,23.39MB,2018年03月07日,1.5.1
网上购物-优惠,1元天天抢,18,上海偶吧信息科技有限公司,16.5万,57.00%,Android 4.0.2 以上,6.84MB,2017年12月07日,3.2.15
网上购物-优惠,淘宝领券,5,张韬,1.8万,67.00%,Android 3.0.0 以上,5.58MB,2017年04月21日,1.0.2
网上购物-优惠,穿衣打扮,-3,苏州浅蓝信息技术有限公司,18.7万,100.00%,Android 2.2.x 以上,3.07MB,2016年08月16日,4.6.0
网上购物-优惠,领啦网,6,杭州崇优科技有限公司,8.4万,48.00%,Android 1.5.0 以上,1.68MB,2017年05月08日,1.0.6
网上购物-优惠,聚来宝,-1059,石狮市聚来宝网络技术有限公司,615.2万,96.00%,Android 4.1.x 以上,30.5MB,2018年01月09日,3.1.4
网上购物-优惠,亿品赞,1,广西潮志信息科技有限公司,3180,100.00%,Android 4.0.2 以上,17.47MB,2018年03月29日,3.0.5
网上购物-优惠,9块9包邮汇,113,杭州美盈网络科技有限公司,44.8万,50.00%,Android 4.0.3 以上,4.36MB,2017年06月12日,2.85
网上购物-商城-优惠,买卖宝商城,62,无锡买卖宝信息技术有限公司,184.1万,58.00%,Android 2.3.2 以上,7.21MB,2016年01月18日,1.2.2
网上购物-优惠,全民特卖,365,嘉兴高欣电子商务有限公司,7.9万,98.00%,Android 2.3.2 以上,17.56MB,2018年04月03日,5.3.0
网上购物-优惠,新城吾悦广场,0,新城商业管理集团有限公司上海分公司,4.8万,暂无,Android 4.0.3 以上,8.29MB,2017年12月20日,2.4.6
网上购物-优惠,三只松鼠,19,三只松鼠股份有限公司,7.7万,69.00%,Android 4.1.x 以上,39.61MB,2017年11月03日,3.5.1
网上购物-优惠,任性购,0,刘薇,2070,暂无,Android 2.2.x 以上,509.77KB,2015年02月07日,3.4
网上购物-优惠,卷优网,0,八步区仁义卷优网网络科技服务中心,1.8万,暂无,Android 2.3.2 以上,4.74MB,2017年11月17日,0.0.42
网上购物-优惠,e税客,0,优识云创（北京）科技有限公司,5.9万,暂无,Android 2.3.2 以上,24.97MB,2017年06月26日,5.1.0
网上购物-优惠,和宝贝,1,中国移动通信集团江苏有限公司,4.8万,暂无,Android 2.3.7 以上,9.65MB,2017年12月22日,5.4.0
网上购物-优惠,睛彩宁夏,0,宁夏广播电视网络有限公司,1万,暂无,Android 4.1.x 以上,14.16MB,2017年05月08日,1.8.7
网上购物-优惠,蘑菇特卖街,0,,6.9万,暂无,Android 2.3.2 以上,951.17KB,2016年08月25日,0.0.1
网上购物-优惠,购推荐返利,78,北京爱尚淘网络技术有限公司,7.1万,84.00%,Android 2.3.2 以上,2.45MB,2016年09月22日,2.2.1
网上购物-优惠,云推,0,北京神龟科技有限公司,1059,暂无,Android 4.0.3 以上,4.36MB,2018年04月09日,2.0
网上购物-商城-优惠,半糖,42,北京九州云动科技有限公司,130.5万,39.00%,Android 4.0.2 以上,14.55MB,2017年12月08日,6.3
网上购物-优惠,小白优惠,12,陈静华,2.1万,暂无,Android 4.0.2 以上,7.26MB,2018年04月03日,1.4.9
网上购物-优惠,服装搭配,1,窦燕萍,9.4万,暂无,Android 2.1.0 以上,2.76MB,2014年09月17日,1.20
网上购物-优惠,0元购,188,北京爱摄汇网络科技有限公司,25万,85.00%,Android 4.0.2 以上,12.47MB,2016年09月02日,1.6.1
网上购物-优惠,返利大王,389,杭州点云信息技术有限公司,378.8万,53.00%,Android 4.0.3 以上,15.52MB,2017年05月02日,3.1.3
网上购物-优惠,穿什么,5,至美方略网络科技服务（北京）有限公司,3.9万,暂无,Android 2.2.x 以上,10.79MB,2015年08月25日,2.0.9
网上购物-优惠,云信,0,,1.7万,暂无,Android 4.0.2 以上,3.65MB,2015年12月17日,2.0.0
网上购物-优惠,光汇云油,304,深圳光汇云油电商有限公司,3.8万,100.00%,Android 4.1.x 以上,24.95MB,2018年04月08日,5.2.2
网上购物-优惠,天天特价,87,尚友通达,17.7万,99.00%,Android 2.1.0 以上,1.07MB,2014年09月02日,1.74.0
网上购物-优惠,我的内部购,0,周通,5475,暂无,Android 4.0.2 以上,2.19MB,2017年04月21日,1.0.89
网上购物-优惠,淘宝便宜货,3,折折折,18.5万,暂无,Android 3.0.0 以上,678.71KB,2014年09月02日,2.7
网上购物-商城-优惠,卖客疯,718,上海尊溢商务信息咨询有限公司,105.4万,79.00%,Android 4.0.2 以上,12.5MB,2017年07月26日,4.2.0
网上购物-优惠,优惠卷,3,福建微商联网络科技有限公司,1.4万,100.00%,Android 3.0.0 以上,5.57MB,2017年03月02日,1.1.0
网上购物-团购-优惠,实惠,132,杭州酷跃科技有限公司,175.7万,66.00%,Android 4.0.2 以上,24.5MB,2018年04月02日,3.5.0
网上购物-优惠,省钱宝,-1,李庆朝,2.2万,暂无,Android 2.2.x 以上,536.13KB,2016年07月11日,6.3
网上购物-优惠,闺蜜美妆,7,北京时欣信息技术有限公司,8.5万,45.00%,Android 4.0.2 以上,57.35MB,2018年01月30日,4.2.1
网上购物-优惠,屏方Ping?,328,北京锦泉杰作文化传媒有限公司,50.7万,99.00%,Android 4.0.3 以上,32.22MB,2018年04月09日,3.5.4.5-release
网上购物-优惠,女生服装搭配,0,梁影,1.1万,暂无,Android 4.0.3 以上,2.36MB,2016年12月23日,1.0
网上购物-优惠,IQ优惠,0,广州乐惠网络科技有限公司,6360,暂无,Android 2.1.0 以上,2.45MB,2014年09月02日,2.9
网上购物-商城-优惠,九块九包邮,93,苏州魅购信息技术有限公司,50.5万,50.00%,Android 2.3.7 以上,7.81MB,2017年02月13日,5.5.9
网上购物-优惠,返利购优惠券,112,北京趣趣网络科技有限公司,24.2万,100.00%,Android 2.3.2 以上,13.23MB,2018年03月23日,3.2.1
网上购物-优惠,麦当劳优惠券,35,,24.7万,100.00%,Android 1.6.0 以上,658.2KB,2014年09月02日,1.1
网上购物-优惠,爱回扣购物返利打折,110,珠海易辰贸易有限公司,92.9万,72.00%,Android 4.0.2 以上,7.65MB,2017年09月11日,2.7.7
